"","fn","label"
"45","audio_train/aug-speed-EECW52A.wav","okukungula"
"46","audio_train/aug-speed-PSC1KUL.wav","pepper"
"47","audio_train/aug-speed-L7CL0GW.wav","matooke seedlings"
"48","audio_train/aug-speed-XJ5PK8P.wav","drought"
"49","audio_train/aug-speed-PHB3GGE.wav","harvesting"
"50","audio_train/aug-speed-U7K4BJ8.wav","harvesting"
"51","audio_train/aug-speed-S9WFEKA.wav","medicine"
"52","audio_train/aug-speed-ESE6A2W.wav","nursery bed"
"53","audio_train/aug-speed-516YFMT.wav","ekirime"
"54","audio_train/aug-speed-5FD7H7O.wav","mucungwa"
"55","audio_train/aug-speed-W32X24D.wav","garden"
"56","audio_train/aug-speed-IP2Q0Q6.wav","endwadde"
"57","audio_train/aug-speed-FPQ3BEF.wav","pawpaw"
"58","audio_train/aug-speed-ONV3TCL.wav","enkota"
"59","audio_train/aug-speed-LRU8UT6.wav","ensiringanyi"
"60","audio_train/aug-speed-UPKM0ZS.wav","kassooli"
"61","audio_train/aug-speed-VQAEX9M.wav","okufuuyira"
"62","audio_train/aug-speed-R6YTO94.wav","akawuka"
"63","audio_train/aug-speed-4QAYEB3.wav","caterpillars"
"64","audio_train/aug-speed-HJBUEAG.wav","ekijanjaalo"
"65","audio_train/aug-speed-RCML7GM.wav","okukkoola"
"66","audio_train/aug-speed-HWJZ0TJ.wav","crop"
"67","audio_train/aug-speed-HXAXGPN.wav","okulima"
"68","audio_train/aug-speed-5GL0GYL.wav","ebigimusa"
"69","audio_train/aug-speed-BF2ME8D.wav","endagala"
"70","audio_train/aug-speed-CSBBLYY.wav","kaamulali"
"71","audio_train/aug-speed-AE3WTTT.wav","akawuka"
"72","audio_train/aug-speed-BZWU00G.wav","akatungulu"
"73","audio_train/aug-speed-HKMM9N9.wav","ennima"
"74","audio_train/aug-speed-73X4OG5.wav","omuceere"
"75","audio_train/aug-speed-JENQQSI.wav","micungwa"
"76","audio_train/aug-speed-DMADHFN.wav","ebisaanyi"
"77","audio_train/aug-speed-MQKXCIO.wav","ebijanjaalo"
"78","audio_train/aug-speed-UKO2Z70.wav","okukkoola"
"79","audio_train/aug-speed-JFN6V9N.wav","plant"
"80","audio_train/aug-speed-Q0505FK.wav","eddagala"
"81","audio_train/aug-speed-7VSSFC1.wav","ennimiro"
"82","audio_train/aug-speed-0MMTW6K.wav","amakoola"
"83","audio_train/aug-speed-M88EJCG.wav","eddagala"
"84","audio_train/aug-speed-W4P7MQM.wav","ebiwuka"
"85","audio_train/aug-speed-5HD4GTG.wav","okusaasaana"
"86","audio_train/aug-speed-ZGWTCNG.wav","ekigimusa"
"87","audio_train/aug-speed-FXIXWXE.wav","leaves"
"88","audio_train/aug-speed-VDRMW9E.wav","munyeera"
"89","audio_train/aug-speed-XU04GSG.wav","bibala"
"90","audio_train/aug-speed-2RE9IQI.wav","omusiri"
"91","audio_train/aug-speed-H583ESL.wav","beans"
"92","audio_train/aug-speed-XOP2MPK.wav","ebisoolisooli"
"93","audio_train/aug-speed-XHJ2R2K.wav","insect"
"94","audio_train/aug-speed-G2CGIVF.wav","nnimiro"
"95","audio_train/aug-speed-LTLN0PE.wav","ebiwojjolo"
"96","audio_train/aug-speed-5885O6U.wav","ebinyebwa"
"97","audio_train/aug-speed-ARDA2MU.wav","passion fruit"
"98","audio_train/aug-speed-GEUB5I5.wav","leaves"
"99","audio_train/aug-speed-TGZC27X.wav","Spinach"
"100","audio_train/aug-speed-LU7Q7UE.wav","okufuuyira"
"101","audio_train/aug-speed-QAZBGZZ.wav","okuzifuuyira"
"102","audio_train/aug-speed-B8SGZVT.wav","ndwadde"
"103","audio_train/aug-speed-S8HWJ63.wav","ekirwadde"
"104","audio_train/aug-speed-TESJUNV.wav","okufuuyira"
"105","audio_train/aug-speed-3V2POX1.wav","nakavundira"
"106","audio_train/aug-speed-0ITMM15.wav","nfukirira"
"107","audio_train/aug-speed-EOGW74M.wav","onion"
"108","audio_train/aug-speed-WMK1ZNX.wav","ddagala"
"109","audio_train/aug-speed-WE2RSBV.wav","ebiwuka"
"110","audio_train/aug-speed-X0226XZ.wav","muwogo"
"111","audio_train/aug-speed-43KVSPP.wav","irrigate"
"112","audio_train/aug-speed-J2OSRQ2.wav","ebigimusa"
"113","audio_train/aug-speed-3R34G35.wav","akasaanyi"
"114","audio_train/aug-speed-5U6M5S9.wav","ekikajjo"
"115","audio_train/aug-speed-36IRGL7.wav","emmwanyi"
"116","audio_train/aug-speed-CVSSP9K.wav","ekiwojjolo"
"117","audio_train/aug-speed-WGITQJ2.wav","orange"
"118","audio_train/aug-speed-DUJQ0R5.wav","ebibala"
"119","audio_train/aug-speed-K86X5P4.wav","sikungula"
"120","audio_train/aug-speed-SEIYX2K.wav","weeding"
"121","audio_train/aug-speed-KIYZFMO.wav","ebyobulimi"
"122","audio_train/aug-speed-56GCZH4.wav","ensuku"
"123","audio_train/aug-speed-BGY6RUV.wav","ebibala"
"124","audio_train/aug-speed-YIXO617.wav","farmer"
"125","audio_train/aug-speed-JP5G7LP.wav","micungwa"
"126","audio_train/aug-speed-XUE94T6.wav","muwogo"
"127","audio_train/aug-speed-6GUGNOT.wav","spray"
"128","audio_train/aug-speed-D5O4RJ2.wav","plant"
"129","audio_train/aug-speed-GFVB8TT.wav","ekikajjo"
"130","audio_train/aug-speed-Q2AAWXA.wav","ebigimusa"
"131","audio_train/aug-speed-JCFO9CC.wav","pepper"
"132","audio_train/aug-speed-NF4F309.wav","ekijanjaalo"
"133","audio_train/aug-speed-XAKV4KX.wav","weeding"
"134","audio_train/aug-speed-YHTPJGB.wav","obumonde"
"135","audio_train/aug-speed-U4FGLKI.wav","nnasale beedi"
"136","audio_train/aug-speed-REHO3DB.wav","kaamulali"
"137","audio_train/aug-speed-SFWD9U7.wav","ekikajjo"
"138","audio_train/aug-speed-OQWUZJZ.wav","abalimi"
"139","audio_train/aug-speed-0WYNJTG.wav","garden"
"140","audio_train/aug-speed-ZF1Q7FF.wav","okusaasaanya"
"141","audio_train/aug-speed-NNMPTHF.wav","doodo"
"142","audio_train/aug-speed-I71OMMN.wav","nfukirira"
"143","audio_train/aug-speed-3WA0VR8.wav","enva endiirwa"
"144","audio_train/aug-speed-4TVG9NS.wav","weeding"
"145","audio_train/aug-speed-RINOGBM.wav","ebikolo"
"146","audio_train/aug-speed-5FRZSKU.wav","endwadde"
"147","audio_train/aug-speed-NO72ENE.wav","obusaanyi"
"148","audio_train/aug-speed-TFZ7X7S.wav","omulimisa"
"149","audio_train/aug-speed-0J3GYGJ.wav","muceere"
"150","audio_train/aug-speed-U672F3W.wav","okusaasaanya"
"151","audio_train/aug-speed-A1OEKUE.wav","ejjobyo"
"152","audio_train/aug-speed-6KCHVNV.wav","ebikajjo"
"153","audio_train/aug-speed-RH1WRCA.wav","okulimibwa"
"154","audio_train/aug-speed-X57XGVW.wav","enkota"
"155","audio_train/aug-speed-MYJ9E3Z.wav","endwadde"
"156","audio_train/aug-speed-ONVG4ZV.wav","nursery bed"
"157","audio_train/aug-speed-CVSJIG5.wav","garden"
"158","audio_train/aug-speed-9JQDGMQ.wav","leaves"
"159","audio_train/aug-speed-U1BGLK0.wav","omucungwa"
"160","audio_train/aug-speed-0LKHWS0.wav","ebijanjaalo"
"161","audio_train/aug-speed-3R2MB2F.wav","omucungwa"
"162","audio_train/aug-speed-ZFOJ4YW.wav","amappapaali"
"163","audio_train/aug-speed-AHDYIMU.wav","ensiringanyi"
"164","audio_train/aug-speed-XRPZUWT.wav","ensigo"
"165","audio_train/aug-speed-LYP0IQP.wav","plantation"
"166","audio_train/aug-speed-5LEKX3D.wav","ebikoola"
"167","audio_train/aug-speed-RO2G0B2.wav","emboga"
"168","audio_train/aug-speed-RM3XLFY.wav","spread"
"169","audio_train/aug-speed-U667R4L.wav","akamonde"
"170","audio_train/aug-speed-BK8UDCM.wav","kasaanyi"
"171","audio_train/aug-speed-1F3IM80.wav","namuginga"
"172","audio_train/aug-speed-CJP6X83.wav","akatungulu"
"173","audio_train/aug-speed-ZSMWOIM.wav","ejjobyo"
"174","audio_train/aug-speed-64S0KOM.wav","okufuuyira"
"175","audio_train/aug-speed-6BB176Q.wav","ebiwojjolo"
"176","audio_train/aug-speed-S2OFA4P.wav","ekirwadde"
"177","audio_train/aug-speed-V6523B8.wav","dig"
"178","audio_train/aug-speed-DMNZRB5.wav","ebisooli"
"179","audio_train/aug-speed-P9BO4KS.wav","nnyaanya"
"180","audio_train/aug-speed-TUCPKHY.wav","sikungula"
"181","audio_train/aug-speed-7GLU659.wav","ekisaanyi"
"182","audio_train/aug-speed-D019KYU.wav","plant"
"183","audio_train/aug-speed-IUVXAG2.wav","nnakati"
"184","audio_train/aug-speed-QVTCLMX.wav","obumonde"
"185","audio_train/aug-speed-SFMLQRR.wav","akasaanyi"
"186","audio_train/aug-speed-10ZWXAZ.wav","obulimi"
"187","audio_train/aug-speed-T51P266.wav","ndwadde"
"188","audio_train/aug-speed-ZBWO51J.wav","spray"
"189","audio_train/aug-speed-N1GM3F9.wav","ekigimusa"
"190","audio_train/aug-speed-1R9VVK1.wav","crop"
"191","audio_train/aug-speed-8G6ORCS.wav","mangoes"
"192","audio_train/aug-speed-5RY117G.wav","sweet potatoes"
"193","audio_train/aug-speed-M5SHAM4.wav","akammwanyi"
"194","audio_train/aug-speed-MFYGSDY.wav","obulwadde"
"195","audio_train/aug-speed-3RXYZMA.wav","ebijanjaalo"
"196","audio_train/aug-speed-51185T9.wav","munyeera"
"197","audio_train/aug-speed-R073G48.wav","nakavundira"
"198","audio_train/aug-speed-IHG9RP1.wav","vegetables"
"199","audio_train/aug-speed-L7M615O.wav","ebiwuka"
"200","audio_train/aug-speed-5ZLE5XM.wav","worm"
"201","audio_train/aug-speed-XKCDZT0.wav","enva endiirwa"
"202","audio_train/aug-speed-25U7QJE.wav","akatungulu"
"203","audio_train/aug-speed-J34Q5Z9.wav","amakungula"
"204","audio_train/aug-speed-NFRV36E.wav","enkota"
"205","audio_train/aug-speed-DGR5DBX.wav","ekirime"
"206","audio_train/aug-speed-JMSP150.wav","mpeke"
"207","audio_train/aug-speed-RRXX00B.wav","omuyembe"
"208","audio_train/aug-speed-HDAOCOA.wav","dig"
"209","audio_train/aug-speed-50Q3BF9.wav","harvest"
"210","audio_train/aug-speed-7DW57UX.wav","endagala"
"211","audio_train/aug-speed-ID9MABS.wav","weeding"
"212","audio_train/aug-speed-AY2VOEV.wav","lumonde"
"213","audio_train/aug-speed-I5BOJC5.wav","ensigo"
"214","audio_train/aug-speed-HGBCZYU.wav","ennimiro"
"215","audio_train/aug-speed-B1AE0FX.wav","nursery bed"
"216","audio_train/aug-speed-X9I70XU.wav","okuzifuuyira"
"217","audio_train/aug-speed-TOHHXQG.wav","olusuku"
"218","audio_train/aug-speed-83JBCDZ.wav","plantation"
"219","audio_train/aug-speed-PKID5PZ.wav","amakoola"
"220","audio_train/aug-speed-JPBXRKO.wav","amalagala"
"221","audio_train/aug-speed-P65KWVN.wav","ebikolo"
"222","audio_train/aug-speed-KEOO762.wav","kasaanyi"
"223","audio_train/aug-speed-Q5ZSXI6.wav","obulwadde"
"224","audio_train/aug-speed-OI1F4W8.wav","npk"
"225","audio_train/aug-speed-AX82ISA.wav","kikolo"
"226","audio_train/aug-speed-GC86SPR.wav","obulimi"
"227","audio_train/aug-speed-XN21SNK.wav","maize"
"228","audio_train/aug-speed-5PVHEPI.wav","seed"
"229","audio_train/aug-speed-O737I56.wav","muwogo"
"230","audio_train/aug-speed-HU28HYY.wav","ennima"
"231","audio_train/aug-speed-0NCD6RV.wav","coffee"
"232","audio_train/aug-speed-B0VT1JB.wav","ebijjanjalo"
"233","audio_train/aug-speed-TCUX3UB.wav","irish potatoes"
"234","audio_train/aug-speed-LIA0YBJ.wav","ebimera"
"235","audio_train/aug-speed-2O69B78.wav","irrigate"
"236","audio_train/aug-speed-GIQCL5F.wav","ebijjanjalo"
"237","audio_train/aug-speed-4BJV6JV.wav","matooke"
"238","audio_train/aug-speed-RSYQGJV.wav","omuceere"
"239","audio_train/aug-speed-PNBUX23.wav","ekirwadde"
"240","audio_train/aug-speed-23M4E0E.wav","kaamulali"
"241","audio_train/aug-speed-VZHJ6SY.wav","dig"
"242","audio_train/aug-speed-4JHNZF2.wav","ebisoolisooli"
"243","audio_train/aug-speed-K8O6O53.wav","okuzifuuyira"
"244","audio_train/aug-speed-8YQMR25.wav","ebigimusa"
"245","audio_train/aug-speed-EYWXCJ1.wav","farmer"
"246","audio_train/aug-speed-2U4X3DX.wav","ndwadde"
"247","audio_train/aug-speed-94R9VA0.wav","leaf"
"248","audio_train/aug-speed-F8ZGDMQ.wav","afukirira"
"249","audio_train/aug-speed-LRWGCX9.wav","ensujju"
"250","audio_train/aug-speed-VSK9CGV.wav","ebisaanyi"
"251","audio_train/aug-speed-SX1O62P.wav","ekirwadde"
"252","audio_train/aug-speed-G05JCFF.wav","ensukusa"
"253","audio_train/aug-speed-HHZ2CP5.wav","caterpillar"
"254","audio_train/aug-speed-OIAIMLZ.wav","okuzifuuyira"
"255","audio_train/aug-speed-S53SFYK.wav","sukumawiki"
"256","audio_train/aug-speed-4N6T83Q.wav","suckers"
"257","audio_train/aug-speed-ICAKJMX.wav","harvest"
"258","audio_train/aug-speed-5QIFOI9.wav","amatooke"
"259","audio_train/aug-speed-3J8WKXR.wav","micungwa"
"260","audio_train/aug-speed-IAWF2PB.wav","emiyembe"
"261","audio_train/aug-speed-8C9AYM4.wav","ebiwojjolo"
"262","audio_train/aug-speed-L15U266.wav","caterpillar"
"263","audio_train/aug-speed-U1X9VPV.wav","obulimi"
"264","audio_train/aug-speed-EG6SW01.wav","ebiwojjolo"
"265","audio_train/aug-speed-CRGUVGT.wav","akamonde"
"266","audio_train/aug-speed-JXXFIXB.wav","ensujju"
"267","audio_train/aug-speed-F06ML71.wav","akamonde"
"268","audio_train/aug-speed-WPW71JZ.wav","endokwa"
"269","audio_train/aug-speed-BMI7ZS2.wav","okusimba"
"270","audio_train/aug-speed-REJ93YZ.wav","munyeera"
"271","audio_train/aug-speed-ZR8RJ70.wav","weeding"
"272","audio_train/aug-speed-7FEU3QR.wav","mulimi"
"273","audio_train/aug-speed-Q58PUG9.wav","kassooli"
"274","audio_train/aug-speed-OYM7YQQ.wav","okuzifuuyira"
"275","audio_train/aug-speed-VSX6W7D.wav","farming instructor"
"276","audio_train/aug-speed-R16F0W4.wav","ensiringanyi"
"277","audio_train/aug-speed-IMD6E7R.wav","fertilizer"
"278","audio_train/aug-speed-ONB800H.wav","pampu"
"279","audio_train/aug-speed-5T3YAQG.wav","eddagala"
"280","audio_train/aug-speed-FOTG6BG.wav","kukungula"
"281","audio_train/aug-speed-ITFPOUR.wav","akatunda"
"282","audio_train/aug-speed-3PYCA2S.wav","ebirime"
"283","audio_train/aug-speed-KBGFP5N.wav","kukungula"
"284","audio_train/aug-speed-AAPGF07.wav","irish potatoes"
"285","audio_train/aug-speed-TX7WIWZ.wav","fertilizer"
"286","audio_train/aug-speed-OIFJWIU.wav","drought"
"287","audio_train/aug-speed-EI42SN7.wav","ebiwojjolo"
"288","audio_train/aug-speed-SMNDURA.wav","omulimi"
"289","audio_train/aug-speed-7UFI751.wav","nambaale"
"290","audio_train/aug-speed-D84TZ7L.wav","ebikongoliro"
"291","audio_train/aug-speed-QNCCEIU.wav","obusaanyi"
"292","audio_train/aug-speed-AQZW7G0.wav","kasaanyi"
"293","audio_train/aug-speed-740DBZK.wav","irish potatoes"
"294","audio_train/aug-speed-QD86KCD.wav","akawuka"
"295","audio_train/aug-speed-81PVZAT.wav","ebisooli"
"296","audio_train/aug-speed-BS4AURP.wav","omuceere"
"297","audio_train/aug-speed-0CPCO41.wav","sow"
"298","audio_train/aug-speed-9DMI4RU.wav","ebyobulimi"
"299","audio_train/aug-speed-Y45UM3Z.wav","ensukusa"
"300","audio_train/aug-speed-X1U2VMJ.wav","leaves"
"301","audio_train/aug-speed-PVOFKYE.wav","matooke seedlings"
"302","audio_train/aug-speed-ZEE7LRM.wav","obulwadde"
"303","audio_train/aug-speed-9XCKVPA.wav","ddagala"
"304","audio_train/aug-speed-V4BB8MM.wav","kisaanyi"
"305","audio_train/aug-speed-ITCININ.wav","akasaanyi"
"306","audio_train/aug-speed-07BYRDT.wav","endagala"
"307","audio_train/aug-speed-Z75FXM5.wav","kaamulali"
"308","audio_train/aug-speed-9XW0Z3V.wav","obulwadde"
"309","audio_train/aug-speed-XM7JBU2.wav","ensiringanyi"
"310","audio_train/aug-speed-4ZFEQ1Q.wav","ground nuts"
"311","audio_train/aug-speed-JFHNBZU.wav","ensiringanyi"
"312","audio_train/aug-speed-UHFMFKJ.wav","super grow"
"313","audio_train/aug-speed-G4KYYZ7.wav","seed"
"314","audio_train/aug-speed-T3JOETQ.wav","ekimera"
"315","audio_train/aug-speed-A4L3DZZ.wav","endwadde"
"316","audio_train/aug-speed-493T9CI.wav","fruit picking"
"317","audio_train/aug-speed-DJO0J4W.wav","obuwuka"
"318","audio_train/aug-speed-9SQ2Z71.wav","insect"
"319","audio_train/aug-speed-60Q5J4G.wav","okusiga"
"320","audio_train/aug-speed-XKG082I.wav","leaf"
"321","audio_train/aug-speed-PZHWZMA.wav","nakavundira"
"322","audio_train/aug-speed-ZU4QZ3P.wav","kasaanyi"
"323","audio_train/aug-speed-SBVYZIG.wav","ebyobulimi"
"324","audio_train/aug-speed-XOESOZ8.wav","kisaanyi"
"325","audio_train/aug-speed-PBXS2TE.wav","cassava"
"326","audio_train/aug-speed-368FFUP.wav","amatooke"
"327","audio_train/aug-speed-DFI45CH.wav","nnakati"
"328","audio_train/aug-speed-ZTIQXWJ.wav","akatunda"
"329","audio_train/aug-speed-WTX5ZXZ.wav","okusaasaana"
"330","audio_train/aug-speed-EUI4LU5.wav","ddagala"
"331","audio_train/aug-speed-77G0P32.wav","mucungwa"
"332","audio_train/aug-speed-6K0S9S3.wav","emisiri"
"333","audio_train/aug-speed-6QRKXIC.wav","ebikajjo"
"334","audio_train/aug-speed-B77INNZ.wav","miceere"
"335","audio_train/aug-speed-R701RI2.wav","ensujju"
"336","audio_train/aug-speed-W2FAGVD.wav","nfukirira"
"337","audio_train/aug-speed-LADYOJE.wav","ebikongoliro"
"338","audio_train/aug-speed-Z2F7ZSL.wav","ennima"
"339","audio_train/aug-speed-C92JHM8.wav","spray"
"340","audio_train/aug-speed-VNGWVL2.wav","endokwa"
"341","audio_train/aug-speed-PFLJ1HG.wav","ensigo"
"342","audio_train/aug-speed-S4UFW8E.wav","ekitooke"
"343","audio_train/aug-speed-J7K9383.wav","emicungwa"
"344","audio_train/aug-speed-Z21XOMG.wav","endagala"
"345","audio_train/aug-speed-JWXXCP6.wav","matooke"
"346","audio_train/aug-speed-UBR2321.wav","ensiringanyi"
"347","audio_train/aug-speed-RJWHBPJ.wav","obusaanyi"
"348","audio_train/aug-speed-3LYHJVJ.wav","omulimi"
"349","audio_train/aug-speed-C1Q4WFG.wav","pumpkin"
"350","audio_train/aug-speed-TRM47AA.wav","sow"
"351","audio_train/aug-speed-5H3KWCO.wav","greens"
"352","audio_train/aug-speed-I8AHCUN.wav","omulimisa"
"353","audio_train/aug-speed-UJ1KWT5.wav","okusaasaanya"
"354","audio_train/aug-speed-B1N39T4.wav","amappapaali"
"355","audio_train/aug-speed-7QYZESS.wav","bulimi"
"356","audio_train/aug-speed-7KQW49S.wav","ebisooli"
"357","audio_train/aug-speed-R9A7OWL.wav","matooke"
"358","audio_train/aug-speed-BXKRLBZ.wav","okugimusa"
"359","audio_train/aug-speed-VABPKET.wav","agriculture"
"360","audio_train/aug-speed-50V5LCP.wav","okufukirira"
"361","audio_train/aug-speed-GZQ1589.wav","kikolo"
"362","audio_train/aug-speed-N9ML79A.wav","farming instructor"
"363","audio_train/aug-speed-IHMR20L.wav","tomatoes"
"364","audio_train/aug-speed-25W0DKW.wav","farm"
"365","audio_train/aug-speed-A4LA2EA.wav","ekiwojjolo"
"366","audio_train/aug-speed-1SLYU70.wav","emicungwa"
"367","audio_train/aug-speed-3ENNBNF.wav","amatooke"
"368","audio_train/aug-speed-RM7EHO4.wav","harvesting"
"369","audio_train/aug-speed-T76GMLD.wav","bulimi"
"370","audio_train/aug-speed-KIONC78.wav","fruit"
"371","audio_train/aug-speed-CTN05T1.wav","okugimusa"
"372","audio_train/aug-speed-REVBO2L.wav","kaamulali"
"373","audio_train/aug-speed-T80KWOG.wav","plantation"
"374","audio_train/aug-speed-KZ3PJOE.wav","ensujju"
"375","audio_train/aug-speed-LHECIQ0.wav","okugimusa"
"376","audio_train/aug-speed-CBAZ9ZG.wav","emiyembe"
"377","audio_train/aug-speed-LLZE01E.wav","ebitooke"
"378","audio_train/aug-speed-JCJNEH2.wav","obuwuka"
"379","audio_train/aug-speed-SZP5D3N.wav","ekisaanyi"
"380","audio_train/aug-speed-ZG0G9LJ.wav","kikolo"
"381","audio_train/aug-speed-67FIJLB.wav","worm"
"382","audio_train/aug-speed-0L3V0MU.wav","ensujju"
"383","audio_train/aug-speed-TAIN6VQ.wav","ensukusa"
"384","audio_train/aug-speed-M209DHZ.wav","fruit picking"
"385","audio_train/aug-speed-9GFQ87Q.wav","caterpillars"
"386","audio_train/aug-speed-7L61F5G.wav","obutunda"
"387","audio_train/aug-speed-KOZ1DVS.wav","ensiringanyi"
"388","audio_train/aug-speed-OKKI9LJ.wav","suckers"
"389","audio_train/aug-speed-6CQP64H.wav","butterfly"
"390","audio_train/aug-speed-JWH0CF3.wav","farm"
"391","audio_train/aug-speed-439REWV.wav","farm"
"392","audio_train/aug-speed-KXE6NOU.wav","ddagala"
"393","audio_train/aug-speed-QUR1ZA8.wav","crop"
"394","audio_train/aug-speed-O060MK0.wav","abalimi"
"395","audio_train/aug-speed-0I4YWTT.wav","okusaasaanya"
"396","audio_train/aug-speed-D71DVXJ.wav","ekisaanyi"
"397","audio_train/aug-speed-AD5ZHLZ.wav","rice"
"398","audio_train/aug-speed-YLYQ7BG.wav","bibala"
"399","audio_train/aug-speed-U5LDFBX.wav","endwadde"
"400","audio_train/aug-speed-3JIJL2F.wav","ground nuts"
"401","audio_train/aug-speed-35AKJ9F.wav","ebbugga"
"402","audio_train/aug-speed-9TDK5D0.wav","farm"
"403","audio_train/aug-speed-0VVL8B2.wav","suckers"
"404","audio_train/aug-speed-9NSXRRK.wav","ekisaanyi"
"405","audio_train/aug-speed-DS3K0XX.wav","muceere"
"406","audio_train/aug-speed-JVYAMVQ.wav","okusaasaana"
"407","audio_train/aug-speed-P0935G8.wav","abalimi"
"408","audio_train/aug-speed-ZIYWAIE.wav","kasaanyi"
"409","audio_train/aug-speed-VVIEDZV.wav","ppaapaali"
"410","audio_train/aug-speed-5LS3L5E.wav","akatunda"
"411","audio_train/aug-speed-71EPX6Y.wav","crop"
"412","audio_train/aug-speed-YUVYKH5.wav","okunnoga"
"413","audio_train/aug-speed-HVEFPEZ.wav","nnyaanya"
"414","audio_train/aug-speed-QFMCJT0.wav","obutungulu"
"415","audio_train/aug-speed-HO569H8.wav","leaf"
"416","audio_train/aug-speed-RAN5D97.wav","okusimba"
"417","audio_train/aug-speed-NDVHFAM.wav","dig"
"418","audio_train/aug-speed-4HH8046.wav","okusaasaana"
"419","audio_train/aug-speed-G9T73R4.wav","medicine"
"420","audio_train/aug-speed-9BB7EGT.wav","ennyaanya"
"421","audio_train/aug-speed-TB5OZGK.wav","lusuku"
"422","audio_train/aug-speed-OWEVHTZ.wav","bulimi"
"423","audio_train/aug-speed-8UCQDBU.wav","ennimiro"
"424","audio_train/aug-speed-E5XK5YX.wav","garden"
"425","audio_train/aug-speed-PHKUXM6.wav","maize"
"426","audio_train/aug-speed-ZHDSQKT.wav","ebiwojjolo"
"427","audio_train/aug-speed-VPFA1EN.wav","lusuku"
"428","audio_train/aug-speed-IIZ0TYP.wav","ebisaanyi"
"429","audio_train/aug-speed-UY86L81.wav","emboga"
"430","audio_train/aug-speed-6FAJ79D.wav","kasaanyi"
"431","audio_train/aug-speed-5X315OO.wav","medicine"
"432","audio_train/aug-speed-AD5LE0U.wav","okunnoga"
"433","audio_train/aug-speed-ZDZ2JNR.wav","leaf"
"434","audio_train/aug-speed-HA1DJ4Y.wav","insects"
"435","audio_train/aug-speed-HJQ7F40.wav","endagala"
"436","audio_train/aug-speed-N6XRJAQ.wav","akasaanyi"
"437","audio_train/aug-speed-B16MAV6.wav","ebimera"
"438","audio_train/aug-speed-3PK69G6.wav","mango"
"439","audio_train/aug-speed-ESIQ6Z6.wav","farmer"
"440","audio_train/aug-speed-CNUM13W.wav","akammwanyi"
"441","audio_train/aug-speed-Y9NMU3V.wav","eppapaali"
"442","audio_train/aug-speed-8SI2YA2.wav","akasaanyi"
"443","audio_train/aug-speed-BW5FQFU.wav","ensuku"
"444","audio_train/aug-speed-1K4H0M8.wav","kassooli"
"445","audio_train/aug-speed-SP5C17G.wav","ebigimusa"
"446","audio_train/aug-speed-UTJ4T3I.wav","omusiri"
